"index","station_name","latlng","lat","lng","district"
"0","華中路","22.58986,120.42875","22.58986","120.42875","高雄市大寮區"
"0","鹽田","22.83405,120.20971","22.83405","120.20971","高雄市永安區"
"0","塭仔邊","22.82965,120.21314","22.82965","120.21314","高雄市永安區"
"0","永仁公園","22.68259,120.33212","22.68259","120.33212","高雄市仁武區"
"0","六張犁","22.90867,120.49043","22.90867","120.49043","高雄市旗山區"
"0","圓富里","22.91598,120.49455","22.91598","120.49455","高雄市旗山區"
"0","口隘庄內","22.92029,120.49629","22.92029","120.49629","高雄市旗山區"
"0","口隘","22.92235,120.49714","22.92235","120.49714","高雄市旗山區"
"0","圓潭農會","22.92693,120.50024","22.92693","120.50024","高雄市旗山區"
"0","圓潭農場","22.92939,120.50205","22.92939","120.50205","高雄市旗山區"
"0","圓潭","22.9325,120.5033","22.9325","120.5033","高雄市旗山區"
"0","中隘","22.93943,120.50671","22.93943","120.50671","高雄市旗山區"
"0","大發工業區管理中心","22.58221,120.42875","22.58221","120.42875","高雄市大寮區"
"0","埔姜林","22.94907,120.51104","22.94907","120.51104","高雄市旗山區"
"0","大林(旗甲路四段)","22.95954,120.51578","22.95954","120.51578","高雄市旗山區"
"0","旗甲二路","22.96078,120.51791","22.96078","120.51791","高雄市旗山區"
"0","刺仔寮","22.96125,120.52865","22.96125","120.52865","高雄市杉林區"
"0","杉林農會","22.9643,120.53211","22.9643","120.53211","高雄市杉林區"
"0","月眉","22.96754,120.5337","22.96754","120.5337","高雄市杉林區"
"0","電力公司(杉林)","22.96992,120.53612","22.96992","120.53612","高雄市杉林區"
