"index","station_name","latlng","lat","lng","district"
"0","杉林國中","22.97074,120.53877","22.97074","120.53877","高雄市杉林區"
"0","杉林區公所(衛生所)","22.97194,120.53996","22.97194","120.53996","高雄市杉林區"
"0","中興北路一","22.69317,120.43295","22.69317","120.43295","高雄市大樹區"
"0","潮寮活動中心","22.56595,120.42867","22.56595","120.42867","高雄市大寮區"
"0","南河","22.97769,120.54453","22.97769","120.54453","高雄市杉林區"
"0","杉林里","22.99867,120.54988","22.99867","120.54988","高雄市杉林區"
"0","杉林角","22.99904,120.55785","22.99904","120.55785","高雄市杉林區"
"0","內灣","23.0068,120.56979","23.0068","120.56979","高雄市杉林區"
"0","白水泉","23.01704,120.5547","23.01704","120.5547","高雄市杉林區"
"0","木梓國小","23.01948,120.54632","23.01948","120.54632","高雄市杉林區"
"0","木梓","23.02108,120.54394","23.02108","120.54394","高雄市杉林區"
"0","潮寮國中","22.56427,120.4251","22.56427","120.4251","高雄市大寮區"
"0","六龜農會(光復路)","22.99545,120.63514","22.99545","120.63514","高雄市六龜區"
"0","六龜戲院前","22.99528,120.6377","22.99528","120.6377","高雄市六龜區"
"0","潮寮","22.5626,120.42855","22.5626","120.42855","高雄市大寮區"
"0","興瓏","23.00512,120.64851","23.00512","120.64851","高雄市六龜區"
"0","育幼院","23.00599,120.65601","23.00599","120.65601","高雄市六龜區"
"0","舊潭","23.01248,120.66546","23.01248","120.66546","高雄市六龜區"
"0","北舊潭","23.01569,120.66545","23.01569","120.66545","高雄市六龜區"
"0","獅額頭","23.02234,120.66417","23.02234","120.66417","高雄市六龜區"
"0","新發","23.02837,120.66338","23.02837","120.66338","高雄市六龜區"
"0","新發國小","23.03169,120.66374","23.03169","120.66374","高雄市六龜區"
"0","灰窯(六龜)","23.03528,120.66524","23.03528","120.66524","高雄市六龜區"
"0","頂新發","23.04314,120.66776","23.04314","120.66776","高雄市六龜區"
"0","水冬瓜","23.05253,120.66756","23.05253","120.66756","高雄市六龜區"
"0","會結","22.55439,120.42323","22.55439","120.42323","高雄市大寮區"
"0","番仔埔","23.05966,120.6694","23.05966","120.6694","高雄市六龜區"
"0","下崁","23.06961,120.67281","23.06961","120.67281","高雄市六龜區"
"0","荖濃","23.07201,120.67303","23.07201","120.67303","高雄市六龜區"
"0","荖濃國小","23.07311,120.673","23.07311","120.673","高雄市六龜區"
"0","下長份","23.07767,120.67556","23.07767","120.67556","高雄市六龜區"
"0","長份","23.07942,120.67674","23.07942","120.67674","高雄市六龜區"
"0","頂濃路口","23.08309,120.679","23.08309","120.679","高雄市六龜區"
"0","外埔","23.08499,120.67944","23.08499","120.67944","高雄市六龜區"
"0","頂荖濃","23.08639,120.6799","23.08639","120.6799","高雄市六龜區"
"0","大圳","23.08999,120.68288","23.08999","120.68288","高雄市六龜區"
"0","昭明變電所站","22.54832,120.41156","22.54832","120.41156","高雄市大寮區"
"0","建山路口","23.09624,120.6826","23.09624","120.6826","高雄市桃源區"
"0","大埔路口","23.10101,120.68341","23.10101","120.68341","高雄市桃源區"
"0","妙通寺","23.10003,120.68594","23.10003","120.68594","高雄市桃源區"
"0","羨仔腳","23.10531,120.69352","23.10531","120.69352","高雄市桃源區"
"0","寶來","23.10829,120.69942","23.10829","120.69942","高雄市六龜區"
"0","露營區","23.0503,120.67516","23.0503","120.67516","高雄市六龜區"
"0","寶來國中","23.11059,120.70299","23.11059","120.70299","高雄市六龜區"
"0","囉囉埔","23.11143,120.71228","23.11143","120.71228","高雄市六龜區"
"0","檢查哨","23.12001,120.70992","23.12001","120.70992","高雄市桃源區"
"0","長老教會","23.13058,120.71922","23.13058","120.71922","高雄市桃源區"
"0","高中二村","23.13412,120.72309","23.13412","120.72309","高雄市桃源區"
"0","大肚關","23.13857,120.7391","23.13857","120.7391","高雄市桃源區"
"0","舊社","23.14367,120.74806","23.14367","120.74806","高雄市桃源區"
"0","深溝","23.15278,120.75889","23.15278","120.75889","高雄市桃源區"
"0","桃源區公所(衛生所)","23.1589,120.76401","23.1589","120.76401","高雄市桃源區"
"0","桃源","23.15948,120.76572","23.15948","120.76572","高雄市桃源區"
"0","義仁路","22.54646,120.41004","22.54646","120.41004","高雄市大寮區"
"0","六龜農會(太平路)","22.99561,120.63505","22.99561","120.63505","高雄市六龜區"
"0","美濃站","22.90168,120.5416","22.90168","120.5416","高雄市美濃區"
"0","美濃區公所(衛生所)","22.89519,120.54252","22.89519","120.54252","高雄市美濃區"
"0","水廠(中壇)","22.88929,120.5369","22.88929","120.5369","高雄市美濃區"
"0","中壇","22.88715,120.53455","22.88715","120.53455","高雄市美濃區"
"0","中美旅社","22.88641,120.53265","22.88641","120.53265","高雄市美濃區"
"0","中壇廟","22.8866,120.52947","22.8866","120.52947","高雄市美濃區"
"0","昭明派出所","22.54471,120.40628","22.54471","120.40628","高雄市大寮區"
"0","中壇橋","22.88661,120.52601","22.88661","120.52601","高雄市美濃區"
"0","旗美商工","22.88627,120.51955","22.88627","120.51955","高雄市美濃區"
"0","崙仔頂","22.88545,120.50907","22.88545","120.50907","高雄市美濃區"
"0","旗山紙廠","22.88478,120.50288","22.88478","120.50288","高雄市旗山區"
"0","一號橋(中壇)","22.88355,120.49731","22.88355","120.49731","高雄市旗山區"
"0","橋頭地方法院(2)","22.7373,120.3042","22.7373","120.3042","高雄市橋頭區"
"0","金鴻山金寶塔","22.7169,120.39103","22.7169","120.39103","高雄市仁武區"
"0","灣仔內","22.64879,120.3149","22.64879","120.3149","高雄市三民區"
"0","三民公園(博愛路口)","22.64535,120.30394","22.64535","120.30394","高雄市三民區"
"0","明德橋","23.20228,120.79626","23.20228","120.79626","高雄市桃源區"
"0","圓通寺","22.54175,120.40434","22.54175","120.40434","高雄市大寮區"
"0","中山大學行政大樓","22.625,120.26591","22.625","120.26591","高雄市鼓山區"
"0","土庫三路(清豐路口)","22.7392,120.32829","22.7392","120.32829","高雄市楠梓區"
"0","東六新經路口","22.72457,120.30842","22.72457","120.30842","高雄市楠梓區"
"0","中正高中","22.626,120.33798","22.626","120.33798","高雄市苓雅區"
"0","紐約57街","22.6632,120.28843","22.6632","120.28843","高雄市鼓山區"
"0","中興北路","22.69534,120.43305","22.69534","120.43305","高雄市大樹區"
"0","中洲二路口","22.58289,120.29077","22.58289","120.29077","高雄市前鎮區"
"0","高師大燕巢校區(歸燕食巢)","22.787,120.40476","22.787","120.40476","高雄市燕巢區"
"0","天鳳宮","22.58196,120.29144","22.58196","120.29144","高雄市前鎮區"
"0","變電所(十全)","22.64615,120.29346","22.64615","120.29346","高雄市三民區"
"0","港後路口","22.56713,120.33215","22.56713","120.33215","高雄市小港區"
"0","三陽造船廠","22.57986,120.29315","22.57986","120.29315","高雄市前鎮區"
"0","昭明","22.53971,120.40366","22.53971","120.40366","高雄市大寮區"
"0","佛公","22.57524,120.32534","22.57524","120.32534","高雄市前鎮區"
"0","湖底橋(杉林)","22.98129,120.55347","22.98129","120.55347","高雄市杉林區"
"0","隘丁寮","22.98286,120.55574","22.98286","120.55574","高雄市杉林區"
"0","球場路口","22.65506,120.33652","22.65506","120.33652","高雄市鳥松區"
"0","中正路(通安路口)","22.73127,120.25432","22.73127","120.25432","高雄市梓官區"
"0","中洲國小","22.57807,120.29454","22.57807","120.29454","高雄市前鎮區"
"0","哨船街","22.62258,120.26941","22.62258","120.26941","高雄市鼓山區"
"0","甲仙站","23.08258,120.58781","23.08258","120.58781","高雄市甲仙區"
"0","濟公廟","23.08245,120.60016","23.08245","120.60016","高雄市甲仙區"
"0","鳳林一路","22.5364,120.40166","22.5364","120.40166","高雄市大寮區"
"0","咖啡村","23.07526,120.61118","23.07526","120.61118","高雄市甲仙區"
"0","鹽桑坑","23.07787,120.6211","23.07787","120.6211","高雄市甲仙區"
"0","白雲橋","23.0631,120.6216","23.0631","120.6216","高雄市甲仙區"
"0","上直瀨","23.07052,120.6465","23.07052","120.6465","高雄市六龜區"
"0","下直瀨","23.07051,120.65351","23.07051","120.65351","高雄市六龜區"
"0","上智橋","23.07138,120.66018","23.07138","120.66018","高雄市六龜區"
"0","高中里","23.12971,120.71783","23.12971","120.71783","高雄市桃源區"
"0","哨船頭","22.61975,120.26926","22.61975","120.26926","高雄市鼓山區"
"0","仁武高中","22.70147,120.35454","22.70147","120.35454","高雄市仁武區"
"0","大順路口(建工路)","22.64915,120.32278","22.64915","120.32278","高雄市三民區"
"0","林內橋","22.53411,120.4009","22.53411","120.4009","高雄市林園區"
"0","漁故鄉(蚵仔寮漁港)","22.7275,120.25761","22.7275","120.25761","高雄市梓官區"
"0","水安里","22.66266,120.41093","22.66266","120.41093","高雄市大樹區"
"0","水寮","22.66551,120.40958","22.66551","120.40958","高雄市大樹區"
"0","博愛職訓中心","22.64661,120.28939","22.64661","120.28939","高雄市三民區"
"0","營口路","22.5698,120.37089","22.5698","120.37089","高雄市小港區"
"0","海洋探索館(旗津漁港停車場)","22.58942,120.28751","22.58942","120.28751","高雄市前鎮區"
"0","岡山農工(嘉新西路)","22.80221,120.29303","22.80221","120.29303","高雄市岡山區"
"0","中興里活動中心","22.57437,120.29736","22.57437","120.29736","高雄市前鎮區"
"0","苗圃","22.88916,120.6241","22.88916","120.6241","高雄市六龜區"
"0","水寮中山路","22.66705,120.40911","22.66705","120.40911","高雄市大樹區"
"0","經六路","22.72178,120.30035","22.72178","120.30035","高雄市楠梓區"
"0","林內","22.53177,120.39957","22.53177","120.39957","高雄市林園區"
"0","高師大燕巢校區(致理大樓)","22.78906,120.40597","22.78906","120.40597","高雄市燕巢區"
"0","和平里","23.0386,120.66605","23.0386","120.66605","高雄市六龜區"
"0","朝天宮(旗文路)","22.90433,120.47923","22.90433","120.47923","高雄市旗山區"
"0","嶺頂","22.90826,120.47456","22.90826","120.47456","高雄市內門區"
"0","石溝","22.91133,120.46624","22.91133","120.46624","高雄市內門區"
"0","二層橋","22.91712,120.46231","22.91712","120.46231","高雄市內門區"
"0","農會(內門)","22.91737,120.45692","22.91737","120.45692","高雄市內門區"
"0","觀音亭","22.91833,120.45387","22.91833","120.45387","高雄市內門區"
"0","中埔","22.92002,120.45116","22.92002","120.45116","高雄市內門區"
"0","內門國中","22.92253,120.45337","22.92253","120.45337","高雄市內門區"
"0","中厝","22.52949,120.39886","22.52949","120.39886","高雄市林園區"
"0","中埔頭","22.92349,120.45396","22.92349","120.45396","高雄市內門區"
"0","菜公坑","22.92736,120.45675","22.92736","120.45675","高雄市內門區"
"0","內埔橋","22.93178,120.4596","22.93178","120.4596","高雄市內門區"
"0","十三甲","22.93676,120.46151","22.93676","120.46151","高雄市內門區"
"0","內門國小","22.93957,120.46144","22.93957","120.46144","高雄市內門區"
"0","內門區公所","22.94165,120.46234","22.94165","120.46234","高雄市內門區"
"0","內門","22.94509,120.4637","22.94509","120.4637","高雄市內門區"
"0","內湖","22.9616,120.47184","22.9616","120.47184","高雄市內門區"
"0","蘇遠埔","22.96688,120.46814","22.96688","120.46814","高雄市內門區"
"0","潭頭","22.52636,120.39718","22.52636","120.39718","高雄市林園區"
"0","木柵","22.97558,120.46876","22.97558","120.46876","高雄市內門區"
"0","頂寮橋","22.98219,120.46961","22.98219","120.46961","高雄市內門區"
"0","椰樹橋","22.98934,120.46886","22.98934","120.46886","高雄市內門區"
"0","內興里","22.99359,120.46728","22.99359","120.46728","高雄市內門區"
"0","分水嶺","23.00086,120.46835","23.00086","120.46835","高雄市內門區"
"0","茄冬橋","23.00517,120.46871","23.00517","120.46871","區"
"0","金馬寮","23.00834,120.4701","23.00834","120.4701","區"
"0","北頭","23.01571,120.47259","23.01571","120.47259","區"
