,station_name,lat,lng,district
770,南京路口(南福街),22.61314,120.34628,J87W+7G2 台灣高雄市鳳山區
771,林園,22.50407,120.39392,G93V+JHF 台灣高雄市林園區
772,鎮北國小,22.64294,120.36758,J9V9+52G 台灣高雄市鳳山區
773,牛潮埔休閒公園,22.64413,120.36618,J9V8+MF3 台灣高雄市鳳山區
774,文前路口,22.66337,120.36237,M976+8WX 台灣高雄市鳥松區
775,五里埔(小林國小),23.14788,120.63074,4JXJ+575 台灣高雄市甲仙區
776,大崎腳路口,22.58468,120.40598,HCM4+V9H 台灣高雄市大寮區
777,康定路,22.58418,120.32066,H8MC+M7F 台灣高雄市前鎮區
778,關山里,23.11266,120.60612,4J74+3C9 台灣高雄市甲仙區
779,甲仙區公所.衛生所,23.08387,120.58817,3HMQ+G7V 台灣高雄市甲仙區
780,美術東四路口(明誠四路),22.66137,120.28968,M76Q+GVV 台灣高雄市鼓山區
781,新榮巷,23.07024,120.5786,3HCH+3CX 台灣高雄市甲仙區
782,大社區公所,22.73038,120.34689,P8JW+5Q2 台灣高雄市大社區
783,匏子寮,23.04846,120.55441,2HX3+9QM 台灣高雄市甲仙區
784,重愛路(新莊高中),22.68347,120.31796,M8M9+95P 台灣高雄市左營區
785,鳳南路,22.59955,120.33707,H8XP+RR8 台灣高雄市鳳山區
786,小份尾,22.99922,120.57324,XHXF+M7Q 台灣高雄市杉林區
787,新開,23.06388,120.6815,3M7J+HJ2 台灣高雄市六龜區
788,三隆路口,22.5873,120.40491,HCP3+WX7 台灣高雄市大寮區
789,松柏街口,22.57037,120.36235,H9C6+4WX 台灣高雄市小港區
790,益群路(德民路口),22.7238,120.29757,P7FX+G28 台灣高雄市楠梓區
791,新庄國小,22.98721,120.56171,XHP6+VMP 台灣高雄市杉林區
792,高坪35街口,22.5556,120.37978,H94H+6WJ 台灣高雄市小港區
793,大愛里,22.967,120.54338,XG8V+Q9R 台灣高雄市杉林區
794,九如四路口(逢甲路),22.66374,120.28363,M77M+FFR 台灣高雄市鼓山區
795,逢甲路口(九如四路),22.66376,120.28277,M77M+G42 台灣高雄市鼓山區
796,七號公園,22.7146,120.29653,P77W+RJJ 台灣高雄市楠梓區
797,高大管理學院,22.73242,120.28813,P7JQ+X76 台灣高雄市楠梓區
798,北興龍,23.00629,120.64947,2J4X+GQ9 台灣高雄市六龜區
799,高雄監獄,22.59222,120.40289,HCR3+V5J 台灣高雄市大寮區
800,美術東五路口,22.65924,120.29228,M75R+MWR 台灣高雄市鼓山區
801,旗山農工,22.90194,120.48325,WF2M+Q7H 台灣高雄市旗山區
802,旗山衛生所,22.89026,120.48013,VFRJ+432 台灣高雄市旗山區
803,黃埔公園,22.62201,120.36825,J9C9+R75 台灣高雄市鳳山區
804,福誠高中,22.59021,120.32444,H8RF+3QP 台灣高雄市鳳山區
805,鳳新高中(南京路),22.61346,120.34576,J87W+98J 台灣高雄市鳳山區
806,竹仔寮抽水站,22.66836,120.42609,MC9G+8CW 台灣高雄市大樹區
807,河堤公園(明誠二路),22.66067,120.31078,M866+786 台灣高雄市左營區
808,奇美博物館,22.93535,120.22105,W6PC+4CM 台灣台南市仁德區
809,聚亨公司,22.80434,120.29468,R73V+PVM 台灣高雄市岡山區
810,古嚴寺,22.71167,120.38725,P96P+MV9 台灣高雄市仁武區
811,岡山文化中心,22.78384,120.2974,Q7MW+GXJ 台灣高雄市岡山區
812,一甲(路竹),22.87159,120.27346,V7CF+J9P 台灣高雄市路竹區
813,大中路口(民族一路),22.67762,120.31895,M8H9+2HW 台灣高雄市左營區
814,草衙,22.57705,120.32378,H8GF+RG6 台灣高雄市前鎮區
815,紅毛港文化園區,22.54919,120.318,G8X9+M5H 台灣高雄市小港區
816,上平里,22.97615,120.54286,XGGV+F49 台灣高雄市杉林區
817,介壽路口,22.68045,120.28261,M7JM+52Q 台灣高雄市左營區
818,鼎中路口,22.66006,120.31971,M869+2VG 台灣高雄市三民區
819,鎮中路口,22.58585,120.31979,H8P9+8WM 台灣高雄市前鎮區
820,瑞豐站(瑞隆路),22.60589,120.33734,J84P+9W4 台灣高雄市前鎮區
821,小港站,22.56528,120.34073,H88R+479 台灣高雄市小港區
822,仁愛路(鳳山),22.62392,120.3728,J9FF+H47 台灣高雄市鳳山區
823,小港醫院,22.56647,120.36326,H987+H8J 台灣高雄市小港區
824,福安,22.89655,120.51945,VGW9+JQ8 台灣高雄市美濃區
825,高坪60街口,22.55546,120.38203,H94J+5RJ 台灣高雄市小港區
826,鳳山商工(建國路三段),22.63641,120.35623,J9P4+HF9 台灣高雄市鳳山區
827,高坪39街口,22.55283,120.38311,H93M+46Q 台灣高雄市小港區
828,朝鳳寺(家和五街),22.58622,120.34395,H8PV+FHP 台灣高雄市鳳山區
829,嘉峰里活動中心,22.82791,120.31194,R8H6+5Q8 台灣高雄市岡山區
830,久堂里(永豐餘造紙),22.65896,120.41993,MC59+HXM 台灣高雄市大樹區
831,月天寺,22.62542,120.41,JCG5+5X9 台灣高雄市大寮區
832,西門,22.62686,120.35268,J9G3+P3V 台灣高雄市鳳山區
833,柴頭溪口,22.9694,120.64123,XJ9R+QF9 台灣高雄市六龜區
834,海富路,22.68888,120.2892,M7QQ+HM4 台灣高雄市左營區
835,過昌街,22.58695,120.36104,H9P6+QCM 台灣高雄市鳳山區
836,榮總側門,22.6796,120.32182,M8HC+RPP 台灣高雄市左營區
837,路竹農會,22.86102,120.26022,V766+C35 台灣高雄市路竹區
838,宏平路口,22.57293,120.36669,H9F8+5MG 台灣高雄市小港區
839,飛機路,22.57328,120.35896,H9F5+8H8 台灣高雄市小港區
840,勞工育樂中心,22.65275,120.35978,M935+3WR 台灣高雄市鳥松區
841,大立百貨(文武二街口),22.62186,120.29761,J7CX+P2X 台灣高雄市前金區
842,高坪8路口,22.54514,120.38222,G9WJ+3V5 台灣高雄市小港區
843,公路之家,22.62741,120.3508,J9G2+X87 台灣高雄市鳳山區
844,大樹圖書館,22.65812,120.41827,MC59+68R 台灣高雄市大樹區
845,湖底橋(大樹),22.65837,120.41547,MC58+85X 台灣高雄市大樹區
846,高坪11路口,22.54341,120.3807,G9VJ+978 台灣高雄市小港區
847,南區資源回收廠,22.55322,120.3762,H93G+7FP 台灣高雄市小港區
848,褒揚街口,22.63998,120.34541,J8QW+X5V 台灣高雄市三民區
849,龍山林社區,22.91123,120.49249,WF6R+FXX 台灣高雄市旗山區
850,養護中心,23.07364,120.58062,3HFJ+F65 台灣高雄市甲仙區
851,輕軌凱旋中華站(舊凱旋四路),22.59398,120.31124,H8V6+HFX 台灣高雄市前鎮區
852,前鎮國中,22.58345,120.32224,H8MC+9VH 台灣高雄市前鎮區
853,捷運前鎮高中站(勞工行政中心),22.58759,120.3223,H8QC+2WM 台灣高雄市前鎮區
854,隆后宮,22.89404,120.40263,VCV3+J36 台灣高雄市田寮區
855,屏東轉運站,22.66954,120.48621,MF9P+RF8 台灣屏東縣屏東市
856,中山國中,22.56681,120.35526,H984+P4C 台灣高雄市小港區
857,民族路口(八德一路),22.63536,120.31259,J8P7+42W 台灣高雄市新興區
858,復興,22.96346,120.64268,XJ7V+93M 台灣高雄市六龜區
859,鳳山高中,22.62801,120.34654,J8HW+6J3 台灣高雄市鳳山區
860,楠梓高中(創新路),22.74511,120.32952,P8WH+2RR 台灣高雄市楠梓區
861,金鼎路口,22.66432,120.32185,M87C+PPH 台灣高雄市三民區
862,瑞隆東路,22.60635,120.34309,J84V+G6P 台灣高雄市鳳山區
863,美術東四路,22.66023,120.29037,M76R+34X 台灣高雄市鼓山區
864,正義路口(建國一路),22.63007,120.33802,J8JQ+26C 台灣高雄市苓雅區
865,安樂宮,22.78857,120.24345,Q6QV+C9G 台灣高雄市彌陀區
866,經六內環北路口,22.72391,120.29972,P7FX+HV9 台灣高雄市楠梓區
867,經六西二街口,22.71845,120.30173,P892+9MQ 台灣高雄市楠梓區
868,新威國小,22.89876,120.62703,VJXG+GR2 台灣高雄市六龜區
869,污水處理廠,22.58665,120.28738,H7PP+MX2 台灣高雄市前鎮區
870,國際商場,22.62525,120.28172,J7GJ+3MX 台灣高雄市鹽埕區
871,東三街,22.7216,120.30849,P8C5+J9Q 台灣高雄市楠梓區
872,新寮,22.8805,120.61411,VJJ7+5JX 台灣高雄市六龜區
873,鳳新高中,22.61287,120.34294,J87V+45W 台灣高雄市鳳山區
874,錦田路口(八德一路),22.63551,120.3102,J8P6+634 台灣高雄市新興區
875,寶來7-11,23.10885,120.70016,4P52+G3V 台灣高雄市六龜區
876,移民署,22.79136,120.29609,Q7RW+GCW 台灣高雄市岡山區
877,二坡,22.92036,120.63987,WJCQ+4WX 台灣高雄市六龜區
878,建業路,22.57077,120.42869,HCCH+8F4 台灣高雄市大寮區
879,江山里(鳳屏二路),22.6407,120.40863,JCR5+7FC 台灣高雄市大寮區
880,九兄弟,22.88355,120.61998,VJM9+CX9 台灣高雄市六龜區
881,東六街口,22.72471,120.30868,P8F5+VFM 台灣高雄市楠梓區
882,台南航空站,22.94854,120.21678,W6X8+CP6 台灣台南市仁德區
883,南汕里,22.58556,120.28838,H7PQ+69C 台灣高雄市前鎮區
884,健康公園,22.87377,120.19688,V5FW+GQ2 台灣高雄市茄萣區
885,三鳳中街,22.63744,120.29509,J7PW+X2G 台灣高雄市三民區
886,博愛三路口,22.68078,120.31059,M8J6+868 台灣高雄市左營區
887,建國林森路口,22.63766,120.30437,J8Q3+3P9 台灣高雄市三民區
888,進學路,22.60573,120.39392,J94V+7HV 台灣高雄市大寮區
889,水肥處理廠,22.58471,120.28913,H7MQ+VMJ 台灣高雄市前鎮區
890,柳橋西路,22.78994,120.28246,Q7QJ+XXG 台灣高雄市岡山區
891,鳳翔國小,22.59493,120.33986,H8VQ+XWH 台灣高雄市鳳山區
892,上寮路口(至學路),22.60796,120.42252,JC5F+52J 台灣高雄市大寮區
893,中興路(元良公司),22.7762,120.36072,Q9G6+F7Q 台灣高雄市燕巢區
894,家樂福新楠站(清豐二路站),22.73667,120.33036,P8PJ+M49 台灣高雄市楠梓區
895,中仁路口,22.71755,120.35126,P992+2GC 台灣高雄市仁武區
896,瑞興市場,22.63097,120.37182,J9JC+9PP 台灣高雄市鳳山區
897,不老溫泉,23.06615,120.68497,3M8M+FX5 台灣高雄市六龜區
898,市立聯合醫院,22.65513,120.29227,M74R+3W2 台灣高雄市鼓山區
899,工協街口,22.62947,120.37383,J9HF+QGP 台灣高雄市鳳山區
900,中正國小(鳳山),22.62855,120.37392,J9HF+CHF 台灣高雄市鳳山區
901,電信技術中心,22.83107,120.26345,R7J7+C9G 台灣高雄市路竹區
902,大灣國中,22.67676,120.34238,M8GR+PX2 台灣高雄市仁武區
903,三和里,22.72443,120.42969,PCFH+QVG 台灣高雄市大樹區
904,捷運鹽埕埔站(大仁路),22.62523,120.28532,J7GP+34W 台灣高雄市鹽埕區
905,輕軌凱旋武昌站,22.61654,120.32687,J88G+JP9 台灣高雄市鳳山區
906,高鐵台南站,22.92415,120.28608,W7FP+MC4 台灣台南市歸仁區
907,正興國小(寶興路口),22.64633,120.32664,J8WG+GMJ 台灣高雄市三民區
908,駁二藝術特區(大智路),22.62093,120.28511,J7CP+92H 台灣高雄市鹽埕區
909,第二衛生所,22.59373,120.33325,H8VM+F8R 台灣高雄市鳳山區
910,美術館(中華藝校),22.6555,120.28812,M74Q+665 台灣高雄市鼓山區
911,鳳山行政中心(中山西路),22.62812,120.3438,J8HV+6GV 台灣高雄市鳳山區
912,路竹區公所(國昌路),22.85443,120.25934,V735+QPG 台灣高雄市路竹區
913,路竹高中(國昌路),22.85515,120.25435,V743+3P5 台灣高雄市路竹區
914,路竹高中(中華路),22.85478,120.25268,V733+W37 台灣高雄市路竹區
915,路竹宿舍,22.84434,120.24522,R6VW+P3Q 台灣高雄市路竹區
916,後鄉里,22.84367,120.24463,R6VV+FV6 台灣高雄市路竹區
917,順安宮,22.84126,120.2426,R6RV+G25 台灣高雄市路竹區
918,國昌路口(中山路),22.85323,120.26153,V736+7JR 台灣高雄市路竹區
919,阿蓮區公所,22.88327,120.32693,V8MG+8Q3 台灣高雄市阿蓮區
920,仁光路站,22.68319,120.3509,M9M2+79C 台灣高雄市仁武區
921,美術園區,22.65344,120.28799,M73Q+95H 台灣高雄市鼓山區
922,大津活動中心,22.89193,120.64733,VJRW+QWG 台灣高雄市六龜區
923,大津褔德廟,22.90193,120.64806,WJ2X+Q6F 台灣高雄市六龜區
924,茂林遊客活動中心,22.88012,120.64927,VJJX+2PR 台灣高雄市六龜區
925,埤頂派出所,22.62826,120.38057,J9HJ+864 台灣高雄市鳳山區
926,梓官區公所,22.76071,120.26669,Q768+7MP 台灣高雄市梓官區
927,仕隆活動中心,22.75275,120.31075,Q836+37X 台灣高雄市橋頭區
928,土庫二路,22.73928,120.32559,P8QG+P68 台灣高雄市楠梓區
929,通安路口,22.7325,120.2533,P7M3+283 台灣高雄市梓官區
930,嘉展路口,22.73402,120.25228,P7M2+JW2 台灣高雄市梓官區
931,中正路一(蚵仔寮),22.73657,120.25012,P7P2+J2H 台灣高雄市梓官區
932,中正路二(蚵仔寮),22.73829,120.24959,P6QX+8R8 台灣高雄市梓官區
933,大社果菜市場,22.73082,120.35567,P9J4+87F 台灣高雄市大社區
934,福壽宮,22.60702,120.27062,J74C+R65 台灣高雄市鼓山區
935,市場前,22.62559,120.36179,J9G6+6PM 台灣高雄市鳳山區
936,捷運市議會站,22.62891,120.2943,J7HV+HP7 台灣高雄市前金區
937,福山國小,22.68431,120.31588,M8M8+P9C 台灣高雄市左營區
938,保雅路,22.59421,120.3497,H8VX+MVP 台灣高雄市鳳山區
939,一心一路口(輕軌籬仔內站),22.60628,120.32481,J84F+GW7 台灣高雄市前鎮區
940,輕軌凱旋瑞田站,22.59958,120.31973,H8X9+RVQ 台灣高雄市前鎮區
941,輕軌籬仔內站(凱旋四路),22.60436,120.32434,J83F+PPW 台灣高雄市前鎮區
942,輕軌凱旋瑞田站(舊凱旋四路),22.59978,120.31973,H8X9+WV9 台灣高雄市前鎮區
943,玄龍宮,23.0336,120.53739,2GMP+CXR 台灣高雄市杉林區
944,中興(萬丹路),22.61294,120.39655,J97W+5JF 台灣高雄市大寮區
945,旗山醫院,22.88111,120.48271,VFJM+C3W 台灣高雄市旗山區
946,中華路口(明誠三路),22.66104,120.29323,M76V+C79 台灣高雄市鼓山區
947,文信路口,22.66415,120.30015,M872+M36 台灣高雄市鼓山區
948,捷運巨蛋站(篤敬路口),22.66451,120.3028,M873+R43 台灣高雄市鼓山區
949,大順一路(好市多),22.65681,120.30638,M844+PHC 台灣高雄市鼓山區
950,龍華國中(忠言路口),22.65871,120.30888,M855+FHJ 台灣高雄市左營區
951,大樂民族店,22.65968,120.31445,M857+VQG 台灣高雄市三民區
952,鼎力路,22.66831,120.32333,M89F+88G 台灣高雄市三民區
953,輔英科大中正堂,22.60102,120.38992,J92Q+CX3 台灣高雄市大寮區
954,內溪,22.61339,120.4006,JC72+965 台灣高雄市大寮區
955,樹人醫專(部分班次延駛),22.88274,120.26081,V7M6+38V 台灣高雄市路竹區
956,海科院,22.63021,120.26197,J7J6+3QQ 台灣高雄市鼓山區
957,海工館,22.62929,120.26215,J7H6+PV6 台灣高雄市鼓山區
958,H棟宿舍,22.62719,120.26778,J7G9+V4C 台灣高雄市鼓山區
959,中山大學活動中心,22.62799,120.26536,J7H8+54X 台灣高雄市鼓山區
960,正修科大宿舍,22.64738,120.35156,J9W2+XJ3 台灣高雄市鳥松區
961,正修科大(後門),22.64906,120.35094,J9X2+J9G 台灣高雄市鳥松區
962,姑山倉庫(大坑路),22.71024,120.43945,PC6Q+3QW 台灣高雄市大樹區
963,大潤發,22.63368,120.35563,J9M4+F7C 台灣高雄市鳳山區
964,八德路,22.6383,120.3593,J9Q5+8PF 台灣高雄市鳳山區
965,文山里,22.63981,120.35625,J9Q4+WFH 台灣高雄市鳳山區
966,松埔路口(圓照寺),22.65904,120.38056,M95J+J67 台灣高雄市鳥松區
967,永芳路口,22.61398,120.4053,JC74+H4V 台灣高雄市大寮區
968,農友種苗,22.6604,120.42612,MC6G+5C5 台灣高雄市大樹區
969,新吉庄,22.68637,120.4302,MCPJ+G3W 台灣高雄市大樹區
970,實踐街,22.68896,120.43121,MCQJ+HFP 台灣高雄市大樹區
971,中正一路,22.69342,120.4346,MCVM+9R9 台灣高雄市大樹區
972,中興東路,22.69147,120.43439,MCRM+HQJ 台灣高雄市大樹區
973,九曲路口,22.654,120.42402,MC3F+HJR 台灣高雄市大樹區
974,高碼,22.65818,120.38931,M95Q+7PF 台灣高雄市鳥松區
975,建國新城(文衡路口),22.63608,120.35907,J9P5+CJP 台灣高雄市鳳山區
976,井腳里,22.67209,120.40854,MCC5+RCM 台灣高雄市大樹區
977,崇聖殿,22.67405,120.40781,MCF5+J47 台灣高雄市大樹區
978,朱峰宮,22.61345,120.40792,JC75+95M 台灣高雄市大寮區
979,小坪國小,22.68181,120.41116,MCJ6+PFF 台灣高雄市大樹區
980,大樹里,22.68681,120.42675,MCPG+PMH 台灣高雄市大樹區
981,保安宮(大樹),22.68712,120.42979,MCPH+RWV 台灣高雄市大樹區
982,文濱路口,22.63761,120.34698,J8QW+2QX 台灣高雄市鳳山區
983,青年路口(建國路三段),22.63734,120.35105,J9P2+WCM 台灣高雄市鳳山區
984,法元寺,22.6306,120.36153,J9J6+6JR 台灣高雄市鳳山區
985,瑞興國小,22.63114,120.36737,J9J8+FW5 台灣高雄市鳳山區
986,瑞興兒童公園,22.62899,120.36706,J9H8+HRV 台灣高雄市鳳山區
987,豁落靈宮殿,22.62697,120.36614,J9G8+QFJ 台灣高雄市鳳山區
988,瑞興瑞竹路口,22.62547,120.36711,J9G8+5RQ 台灣高雄市鳳山區
989,博愛瑞進路口,22.62755,120.37242,J9HC+2X7 台灣高雄市鳳山區
990,博愛勝利路口,22.62632,120.37466,J9GF+GVF 台灣高雄市鳳山區
991,新莊路口,22.67223,120.29785,M7CX+V4X 台灣高雄市左營區
992,久堂里(九曲堂火車站),22.65749,120.41747,MC48+XXX 台灣高雄市大樹區
993,九曲堂火車站(內),22.65651,120.42071,MC4C+J74 台灣高雄市大樹區
994,翁園國小,22.6225,120.40902,JCF5+2J2 台灣高雄市大寮區
995,姑山倉庫(大樹農會教育園區),22.70987,120.44039,PC5R+W5R 台灣高雄市大樹區
996,佛陀紀念館,22.75493,120.44608,QC3W+XCG 台灣高雄市大樹區
997,鳳山寺(大樹),22.69055,120.43185,MCRJ+6PH 台灣高雄市大樹區
998,龍目井,22.68904,120.40929,MCQ5+JP7 台灣高雄市大樹區
999,高鐵左營站,22.68703,120.30878,M8P5+RG6 台灣高雄市左營區
1000,天聖宮,22.59665,120.27901,H7WH+MJ2 台灣高雄市前鎮區
1001,漢翔公司,22.8093,120.31976,R859+PWC 台灣高雄市岡山區
1002,大莊公園,22.80763,120.31953,R859+3R2 台灣高雄市岡山區
1003,關帝宮,22.80765,120.31778,R859+342 台灣高雄市岡山區
1004,肉品市場,22.80765,120.3119,R856+3Q2 台灣高雄市岡山區
1005,溪寮,22.62695,120.41728,JCG8+QWC 台灣高雄市大寮區
1006,三多鋼鐵,22.80761,120.30756,R855+22V 台灣高雄市岡山區
1007,嘉新東路,22.80765,120.30216,R852+3V3 台灣高雄市岡山區
1008,嘉新東路口,22.80708,120.30133,R842+RGP 台灣高雄市岡山區
1009,岡山郵局(大仁路),22.80558,120.30153,R842+6JJ 台灣高雄市岡山區
1010,竹圍國小,22.8032,120.30161,R832+7JQ 台灣高雄市岡山區
1011,旗山市場,22.88989,120.48339,VFQM+X92 台灣高雄市旗山區
1012,朝鳳宮,22.61958,120.40932,JC95+RPP 台灣高雄市大寮區
1013,壽天派出所,22.80111,120.30176,R822+CPR 台灣高雄市岡山區
1014,和平公園,22.7985,120.30201,Q8X2+CR2 台灣高雄市岡山區
1015,碧紅宮,22.79538,120.30251,Q8W3+522 台灣高雄市岡山區
1016,順天宮,22.79351,120.30231,Q8V2+CW3 台灣高雄市岡山區
1017,岡山國中(大仁南路),22.79042,120.30224,Q8R2+5V9 台灣高雄市岡山區
1018,巷尾路,22.61836,120.40997,JC95+8XX 台灣高雄市大寮區
1019,江山里(江山路),22.64048,120.40916,JCR5+5MV 台灣高雄市大寮區
1020,鳳山行政中心(光復路),22.62944,120.34325,J8HV+Q8C 台灣高雄市鳳山區
1021,捷運大寮站,22.62127,120.39212,J9CR+GR5 台灣高雄市大寮區
1022,大寮中正路(捷西路口),22.61915,120.38866,J99Q+MF3 台灣高雄市大寮區
1023,大明路口,22.60847,120.34182,J85R+9PP 台灣高雄市鳳山區
1024,新富路,22.61547,120.34845,J88X+59P 台灣高雄市鳳山區
1025,黃厝路,22.61625,120.40887,JC85+FGX 台灣高雄市大寮區
1026,忠孝國小,22.61782,120.34927,J89X+4PC 台灣高雄市鳳山區
1027,國光路口,22.6205,120.3495,J8CX+5RR 台灣高雄市鳳山區
1028,捷運鳳山西站(青年路一段),22.62539,120.3493,J8GX+5P3 台灣高雄市鳳山區
1029,青年國中,22.63051,120.34953,J8JX+6R2 台灣高雄市鳳山區
1030,新寮橋,22.87883,120.6048,VJH3+GWM 台灣高雄市六龜區
1031,武侯宮,22.61423,120.41156,JC76+MJV 台灣高雄市大寮區
1032,建國路口(青年路二段),22.6383,120.35072,J9Q2+87H 台灣高雄市鳳山區
1033,文衡路口,22.64118,120.35122,J9R2+FFH 台灣高雄市鳳山區
1034,濱山街口,22.64513,120.3501,J9W2+325 台灣高雄市鳳山區
1035,五甲派出所,22.59756,120.33521,H8XP+23G 台灣高雄市鳳山區
1036,澄園,22.64694,120.34775,J8WX+Q4C 台灣高雄市三民區
1037,光明巷,22.98458,120.63725,XJMP+RVQ 台灣高雄市六龜區
1038,文福里,22.63541,120.35031,J9P2+547 台灣高雄市鳳山區
1039,高雄仁愛之家,22.63967,120.39758,J9QX+V28 台灣高雄市大寮區
1040,客家文物館,22.65075,120.29594,M72W+894 台灣高雄市三民區
1041,五甲,22.5929,120.32774,H8VH+539 台灣高雄市鳳山區
1042,民光街口,22.63836,120.39372,J9QV+8FX 台灣高雄市大寮區
1043,過雄街,22.58673,120.35936,H9P5+MPX 台灣高雄市鳳山區
1044,河堤路口(岡山路),22.78614,120.29694,Q7PW+FQ4 台灣高雄市岡山區
1045,旗津三路,22.59134,120.28327,H7RM+G8J 台灣高雄市前鎮區
1046,小港天主教堂,22.56517,120.33347,H88M+399 台灣高雄市小港區
1047,高雄餐旅大學(校區),22.56544,120.37177,H98C+5PC 台灣高雄市小港區
1048,頂勤和,23.17988,120.78049,5QHJ+X55 台灣高雄市桃源區
1049,真福山,23.00177,120.56554,2H28+P63 台灣高雄市杉林區
1050,青海美術南二路口,22.65145,120.28591,M72P+H9F 台灣高雄市鼓山區
1051,建國一路,22.62969,120.33911,J8HQ+VJH 台灣高雄市苓雅區
1052,凱國路口,22.63583,120.31569,J8P8+87P 台灣高雄市三民區
1053,建國忠孝路口,22.6376,120.30617,J8Q4+2FM 台灣高雄市三民區
1054,三民國小,22.63619,120.29057,J7PR+F6G 台灣高雄市三民區
1055,建國三路,22.63551,120.28854,J7PQ+6C3 台灣高雄市三民區
1056,河濱國小,22.63485,120.2865,J7MP+WHX 台灣高雄市三民區
1057,北斗街口,22.63181,120.28368,J7JM+PFF 台灣高雄市鹽埕區
1058,鹽埕分局,22.63079,120.28298,J7JM+859 台灣高雄市鹽埕區
1059,大公路口(建國四路),22.62773,120.28133,J7HJ+3GW 台灣高雄市鹽埕區
1060,巴楠花部落小學,22.96483,120.53999,XG7Q+WXQ 台灣高雄市杉林區
1061,大榮高中,22.65336,120.27889,M73H+8HR 台灣高雄市鼓山區
1062,中安路(高鳳路口),22.58487,120.36697,H9M8+WQX 台灣高雄市小港區
1063,鼎山街口,22.65253,120.32011,M83C+229 台灣高雄市三民區
1064,廠邊三路口(飛機路),22.57332,120.35706,H9F4+8RF 台灣高雄市小港區
1065,二坡前,22.92456,120.64141,WJFR+RHF 台灣高雄市六龜區
1066,臺鐵美術館站(青海路),22.65171,120.28149,M72J+MHQ 台灣高雄市鼓山區
1067,高松陸橋,22.56937,120.37839,H99H+P9R 台灣高雄市小港區
1068,高坪29路口,22.55704,120.3826,H94M+R29 台灣高雄市小港區
1069,高坪11路,22.54627,120.37998,G9WH+GX5 台灣高雄市小港區
1070,義華路口(大昌二路),22.64492,120.33205,J8VJ+XR7 台灣高雄市三民區
1071,大仁東路,22.66122,120.36309,M967+F6P 台灣高雄市鳥松區
1072,鳥松區公所(神農路),22.6593,120.36516,M958+P3F 台灣高雄市鳥松區
1073,大山,22.85319,120.46784,VF39+74G 台灣高雄市旗山區
1074,澄清澄和路口,22.64384,120.34638,J8VW+GHJ 台灣高雄市三民區
1075,高坪35街,22.55284,120.38167,H93J+4MM 台灣高雄市小港區
1076,捷運小港站,22.5648,120.35369,H973+WF8 台灣高雄市小港區
1077,永和街,22.56311,120.39057,H97R+66W 台灣高雄市小港區
1078,文華國小,22.63441,120.35207,J9M2+QR8 台灣高雄市鳳山區
1079,臺鐵三塊厝站(自立路),22.63967,120.29633,J7QW+VG8 台灣高雄市三民區
1080,小港路口,22.56381,120.33441,H87M+GQF 台灣高雄市小港區
1081,成功路口,22.63722,120.39103,J9PR+VCJ 台灣高雄市大寮區
1082,圓富國中,22.92813,120.50096,WGH2+794 台灣高雄市旗山區
1083,新隘丁寮,22.98454,120.55741,XHM4+RX7 台灣高雄市杉林區
1084,益榮,22.98783,120.56356,XHQ7+4CM 台灣高雄市杉林區
1085,大華里(澄清路),22.64683,120.34691,J8WW+PQM 台灣高雄市三民區
1086,中街,22.98858,120.56495,XHQ7+CXP 台灣高雄市杉林區
1087,旗山新庄,22.98958,120.56624,XHQ8+RFQ 台灣高雄市杉林區
1088,茶亭,22.99355,120.56889,XHV9+CH6 台灣高雄市杉林區
1089,山尾,22.99736,120.57147,XHWC+WHX 台灣高雄市杉林區
1090,旗山新厝,23.00367,120.57548,2H3G+F59 台灣高雄市杉林區
1091,火山,23.01011,120.57827,2H6H+28R 台灣高雄市杉林區
1092,火山坑,23.01817,120.57205,2H9C+7R7 台灣高雄市杉林區
1093,下十張犁,23.01973,120.5674,2H98+VXR 台灣高雄市杉林區
1094,十張犁,23.02239,120.56303,2HC7+X62 台灣高雄市杉林區
1095,新頂埔,23.02346,120.56206,2HF6+9RM 台灣高雄市杉林區
1096,新威,22.90385,120.63045,WJ3J+G5W 台灣高雄市六龜區
1097,頂埔,23.02801,120.56283,2HH7+644 台灣高雄市杉林區
1098,官埔,23.03264,120.56174,2HM6+3M5 台灣高雄市杉林區
1099,八張犁,23.03846,120.55225,2HQ2+9WJ 台灣高雄市杉林區
1100,旗山水廠,23.0427,120.55011,2HV2+32H 台灣高雄市杉林區
1101,寶隆,23.05066,120.5574,3H24+7X6 台灣高雄市甲仙區
1102,仙林巷,23.05725,120.56045,3H46+V5W 台灣高雄市甲仙區
1103,大丘園,23.05948,120.56641,3H58+QHV 台灣高雄市甲仙區
1104,田厝(近甲仙),23.06348,120.57251,3H7F+92R 台灣高雄市甲仙區
1105,鎮州路,22.58931,120.3095,H8Q5+PRC 台灣高雄市前鎮區
1106,鎮東二街口,22.59146,120.31131,H8R6+HGM 台灣高雄市前鎮區
1107,共榮橋,22.88495,120.55491,VHM3+XXM 台灣高雄市美濃區
1108,捷運凱旋站(輕軌前鎮之星站),22.59518,120.31586,H8W8+38H 台灣高雄市前鎮區
1109,世貿廣場,22.59768,120.31803,H8X9+36C 台灣高雄市前鎮區
1110,瑞祥高中(凱旋四路),22.60266,120.32334,J83F+388 台灣高雄市前鎮區
1111,民族一路口,22.66848,120.31596,M898+99W 台灣高雄市三民區
