,station_name,lat,lng,district
1438,北草衙,22.5808,120.32289,H8JF+856 台灣高雄市前鎮區
1439,凱旋四路口,22.59521,120.31622,H8W8+3FQ 台灣高雄市前鎮區
1440,金獅湖站,22.66574,120.32179,M88C+7PV 台灣高雄市三民區
1441,金鼎路,22.66482,120.32242,M87C+WXF 台灣高雄市三民區
1442,三民高中(金鼎路),22.66326,120.32671,M87G+8M4 台灣高雄市三民區
1443,大裕路,22.66057,120.32853,M86H+6CC 台灣高雄市三民區
1444,大裕路口,22.65908,120.32811,M85H+J6Q 台灣高雄市三民區
1445,大福街,22.65774,120.32613,M85G+3FR 台灣高雄市三民區
1446,霞海東二街口,22.68791,120.32305,M8QF+567 台灣高雄市仁武區
1447,大裕幼稚園,22.65599,120.32828,M84H+98R 台灣高雄市三民區
1448,本館里,22.659,120.32957,M85H+HRW 台灣高雄市三民區
1449,昌富街口,22.65778,120.33083,M85J+488 台灣高雄市三民區
1450,本館里活動中心,22.65571,120.33104,M84J+7CM 台灣高雄市三民區
1451,建工市場,22.65386,120.33124,M83J+GFX 台灣高雄市三民區
1452,義德路口(大豐二路),22.64686,120.33449,J8WM+PQX 台灣高雄市三民區
1453,覺民路口(大昌二路),22.64169,120.33212,J8RJ+MRH 台灣高雄市三民區
1454,高雄女中(成功一路),22.62272,120.29432,J7FV+3PP 台灣高雄市前金區
1455,前金國小(成功一路),22.62521,120.29337,J7GV+38Q 台灣高雄市前金區
1456,新聞報,22.6273,120.29255,J7GV+W27 台灣高雄市前金區
1457,九番埤濕地公園,22.68492,120.32486,M8MF+XW9 台灣高雄市仁武區
1458,鼎金後路,22.66983,120.32521,M89G+W3P 台灣高雄市三民區
1459,鼎貴路,22.67238,120.32471,M8CF+XV4 台灣高雄市三民區
1460,鼎安路口,22.67381,120.32385,M8FF+GGH 台灣高雄市三民區
1461,天祥路口(鼎中路),22.66629,120.31938,M889+GQ6 台灣高雄市三民區
1462,鼎中路,22.66378,120.31925,M879+GP6 台灣高雄市三民區
1463,金山路,22.66186,120.32012,M86C+P2X 台灣高雄市三民區
1464,鼎西里,22.66067,120.32201,M86C+7R6 台灣高雄市三民區
1465,莊敬國小,22.65599,120.32301,M84F+96R 台灣高雄市三民區
1466,立志工商,22.65368,120.32614,M83G+FFC 台灣高雄市三民區
1467,覺民路,22.64081,120.33095,J8RJ+89G 台灣高雄市三民區
1468,口湖,22.94852,120.46739,WFX8+CX2 台灣高雄市內門區
1469,正德佛堂,22.65047,120.34274,M82V+53Q 台灣高雄市鳥松區
1470,湖內分局,22.88589,120.24503,V6PW+922 台灣高雄市湖內區
1471,五甲國小,22.59836,120.33626,H8XP+8GR 台灣高雄市鳳山區
1472,捷運三多商圈站(中山二路),22.6129,120.3048,J873+5W3 台灣高雄市苓雅區
1473,勞工公園(捷運獅甲站),22.60547,120.30821,J845+57P 台灣高雄市前鎮區
1474,南和路口,22.59042,120.33842,H8RQ+597 台灣高雄市鳳山區
1475,朱天宮,22.96668,120.64187,XJ8R+MPH 台灣高雄市六龜區
1476,明正社區,22.58302,120.32608,H8MG+6C4 台灣高雄市前鎮區
1477,小港國中,22.56726,120.33781,H88Q+W43 台灣高雄市小港區
1478,職訓中心(中林路),22.53849,120.36871,G9Q9+9FW 台灣高雄市小港區
1479,本館路口,22.6551,120.33515,M84P+23R 台灣高雄市鳥松區
1480,高坪66路,22.55974,120.38291,H95M+V5V 台灣高雄市小港區
1481,高坪27街口,22.55805,120.38509,H95P+628 台灣高雄市小港區
1482,鳳林國小(鳳林路),22.52666,120.34239,G8GR+MX6 台灣高雄市小港區
1483,青山國小,22.57315,120.36201,H9F6+7R2 台灣高雄市小港區
1484,泰山里,22.57307,120.36443,H9F7+6QF 台灣高雄市小港區
1485,北江街口,22.58986,120.32059,H8QC+W6W 台灣高雄市前鎮區
1486,翠亨北路,22.5917,120.3189,H8R9+MHJ 台灣高雄市前鎮區
1487,大中路口(華夏路),22.6818,120.30591,M8J4+P97 台灣高雄市左營區
1488,中山二路,22.60989,120.30597,J854+X95 台灣高雄市前鎮區
1489,苓雅市場,22.61693,120.29676,J78W+QPC 台灣高雄市苓雅區
1490,正興國中,22.64396,120.31966,J8V9+HVM 台灣高雄市三民區
1491,富民路口,22.66579,120.30454,M883+8R7 台灣高雄市左營區
1492,富國路,22.66341,120.30669,M874+9M8 台灣高雄市左營區
1493,水利會,22.66102,120.30769,M865+C34 台灣高雄市左營區
1494,七賢路口,22.63453,120.29771,J7MX+R38 台灣高雄市新興區
1495,自立河北路口,22.63709,120.29676,J7PW+RPJ 台灣高雄市三民區
1496,崗山市場,22.60733,120.33353,J84M+WCJ 台灣高雄市前鎮區
1497,崗山北街口,22.60987,120.33315,J85M+W7R 台灣高雄市前鎮區
1498,鐵路機料廠,22.61287,120.33272,J87M+43X 台灣高雄市鳳山區
1499,鐵路機廠,22.61713,120.33225,J88J+VV5 台灣高雄市鳳山區
1500,武慶三路,22.61972,120.33196,J89J+VQP 台灣高雄市苓雅區
1501,五塊厝(武慶三路),22.62145,120.33178,J8CJ+HPC 台灣高雄市苓雅區
1502,愛國國小,22.64474,120.31322,J8V7+V7X 台灣高雄市三民區
1503,五權國小(三多二路),22.62028,120.3238,J8CF+4G7 台灣高雄市苓雅區
1504,和平路口,22.61951,120.32153,J89C+RJ2 台灣高雄市苓雅區
1505,林德官(三和市場),22.61901,120.31991,J899+JX3 台灣高雄市苓雅區
1506,光華路口(光華夜市),22.61822,120.31746,J898+7XP 台灣高雄市前鎮區
1507,三多市場(三多三路),22.61709,120.31404,J887+RJM 台灣高雄市前鎮區
1508,勤和里,23.17047,120.77502,5QCG+52J 台灣高雄市桃源區
1509,漢神百貨,22.6193,120.29587,J79W+P89 台灣高雄市前金區
1510,新興(六龜),22.91735,120.63918,WJ8Q+WMM 台灣高雄市六龜區
1511,龍勝路口(凹仔底公園),22.6611,120.29543,M76W+C5V 台灣高雄市鼓山區
1512,高醫(十全路),22.64499,120.3094,J8V5+XQR 台灣高雄市三民區
1513,華榮公園,22.66292,120.2971,M77W+5R9 台灣高雄市鼓山區
1514,後勁,22.7186,120.31043,P896+C5M 台灣高雄市楠梓區
1515,後勁派出所,22.71511,120.30936,P885+2PX 台灣高雄市楠梓區
1516,後勁宿舍,22.71167,120.30824,P865+M79 台灣高雄市楠梓區
1517,國光中學,22.70827,120.306,P854+8C2 台灣高雄市楠梓區
1518,捷運油廠國小站,22.70797,120.30316,P853+57M 台灣高雄市楠梓區
1519,勝利路,22.68073,120.28965,M7JQ+7VR 台灣高雄市左營區
1520,海功東路,22.69351,120.2998,M7VX+CW3 台灣高雄市左營區
1521,博愛路口(崇德路),22.6753,120.30438,M8G3+4Q6 台灣高雄市左營區
1522,至真路口,22.67224,120.30415,M8C3+VMR 台灣高雄市左營區
1523,漢神巨蛋,22.6684,120.30321,M893+974 台灣高雄市左營區
1524,捷運巨蛋站,22.66507,120.30316,M883+27F 台灣高雄市鼓山區
1525,明誠路口(博愛二路),22.66157,120.30301,M863+J6C 台灣高雄市鼓山區
1526,捷運凹子底站,22.65698,120.30324,M843+Q7X 台灣高雄市左營區
1527,龍德路口(博愛一路),22.65412,120.30348,M833+J9X 台灣高雄市鼓山區
1528,崇德路,22.67696,120.3018,M8G2+QPM 台灣高雄市左營區
1529,捷運世運站(左楠路),22.70008,120.30241,P822+2XM 台灣高雄市左營區
1530,龍子里,22.65173,120.29189,M72R+MQR 台灣高雄市鼓山區
1531,變電所(中華二路),22.6466,120.29162,J7WR+JJX 台灣高雄市三民區
1532,永昇國術館,22.90598,120.63245,WJ4J+9XW 台灣高雄市六龜區
1533,九如三路口,22.64245,120.29138,J7RR+XHC 台灣高雄市三民區
1534,台糖物流,22.59819,120.30396,H8X3+7HG 台灣高雄市前鎮區
1535,輕軌經貿園區站,22.6009,120.30272,J823+935 台灣高雄市前鎮區
1536,平和路,22.56857,120.33095,H89J+C9G 台灣高雄市小港區
1537,勞工行政中心(捷運前鎮高中站),22.58872,120.32159,H8QC+FJP 台灣高雄市前鎮區
1538,天祥一路,22.66777,120.31885,M899+4G5 台灣高雄市三民區
1539,建楠路口,22.72728,120.3294,P8GH+WQ6 台灣高雄市楠梓區
1540,楠梓陸橋,22.72485,120.32377,P8FF+WGR 台灣高雄市楠梓區
1541,福檳社區,22.68655,120.32037,M8PC+J49 台灣高雄市左營區
1542,社頭,22.88974,120.32232,V8QC+VWW 台灣高雄市阿蓮區
1543,加昌站,22.71908,120.29858,P79X+JCP 台灣高雄市楠梓區
1544,東林金鋁街口,22.54393,120.3756,G9VG+H6H 台灣高雄市小港區
1545,天津街口,22.64565,120.3014,J8W2+7H6 台灣高雄市三民區
1546,十全國小,22.64587,120.29821,J7WX+87W 台灣高雄市三民區
1547,民益路,22.56722,120.34792,H88X+V5M 台灣高雄市小港區
1548,航警局,22.57125,120.34862,H8CX+FCX 台灣高雄市小港區
1549,山東里,22.5733,120.35086,H9F2+88H 台灣高雄市小港區
1550,青島里,22.57326,120.35415,H9F3+8M2 台灣高雄市小港區
1551,山明路口(宏平路),22.56994,120.36011,H996+X2H 台灣高雄市小港區
1552,廠邊三路口(宏平路),22.56999,120.35778,H995+X4R 台灣高雄市小港區
1553,金府路口,22.56997,120.3552,H994+X3P 台灣高雄市小港區
1554,宏平路,22.56984,120.35149,H992+WHQ 台灣高雄市小港區
1555,市立空大,22.56706,120.34473,H88V+RVH 台灣高雄市小港區
1556,金馬賓館當代美術館,22.62782,120.27913,J7HH+4MC 台灣高雄市鼓山區
1557,港務公司(西子灣隧道),22.62403,120.27023,J7FC+J39 台灣高雄市鼓山區
1558,雄鎮北門(打狗英國領事館),22.61754,120.26739,J798+2X6 台灣高雄市鼓山區
1559,海水浴場,22.62533,120.26483,J7G7+4WP 台灣高雄市鼓山區
1560,山海宮,22.64448,120.25421,J7V3+QMW 台灣高雄市鼓山區
1561,清豐里,22.7384,120.33561,P8QP+965 台灣高雄市楠梓區
1562,華夏路口(大中二路),22.68278,120.30797,M8M5+459 台灣高雄市左營區
1563,民壯路口,22.63945,120.34014,J8QR+Q3C 台灣高雄市三民區
1564,六龜站(六龜高中),22.99295,120.63565,XJVP+57J 台灣高雄市六龜區
1565,捷運生態園區站(重上街口),22.67567,120.30605,M8G4+7C7 台灣高雄市左營區
1566,左營國中,22.67861,120.30816,M8H5+C7V 台灣高雄市左營區
1567,曾子路,22.67719,120.3101,M8G6+V2H 台灣高雄市左營區
1568,藍田路口,22.72597,120.29172,P7GR+9MQ 台灣高雄市楠梓區
1569,人道國際飯店,22.63862,120.33148,J8QJ+CHX 台灣高雄市三民區
1570,楠梓高中(清豐路口),22.74309,120.33081,P8VJ+68M 台灣高雄市楠梓區
1571,海功路口,22.69472,120.29245,M7VR+VXP 台灣高雄市左營區
1572,哈囉市場(孔廟),22.69115,120.30088,M8R2+F92 台灣高雄市左營區
1573,翠明路,22.68955,120.30157,M8Q2+RJ8 台灣高雄市左營區
1574,高坪50路口,22.55542,120.3862,H94P+5F8 台灣高雄市小港區
1575,輕軌凱旋中華站(鎮興路),22.59304,120.31155,H8V6+6J7 台灣高雄市前鎮區
1576,警廣站(重忠路),22.68824,120.31676,M8Q8+7PR 台灣高雄市左營區
1577,文府國小,22.69107,120.31432,M8R7+CPG 台灣高雄市左營區
1578,文自路口,22.68538,120.31552,M8P8+562 台灣高雄市左營區
1579,七老爺,22.6083,120.34797,J85X+859 台灣高雄市鳳山區
1580,高雄科大(建工),22.65171,120.32809,M82H+M6P 台灣高雄市三民區
1581,高等法院,22.66128,120.29888,M76X+GH6 台灣高雄市鼓山區
1582,路竹中華路,22.85028,120.24902,V62X+4J6 台灣高雄市路竹區
1583,北平一街一,22.65004,120.30589,M824+296 台灣高雄市三民區
1584,高雄市立美術館,22.65691,120.2883,M74Q+Q87 台灣高雄市鼓山區
1585,大中路口一(華夏路),22.68374,120.30841,M8M5+F9V 台灣高雄市左營區
1586,新光國小,22.68068,120.30453,M8J3+7RC 台灣高雄市左營區
1587,崇德路口(華夏路),22.6765,120.30069,M8G2+J74 台灣高雄市左營區
1588,同心新村,22.6742,120.29905,M7FX+MJF 台灣高雄市左營區
1589,南屏路口,22.66993,120.29647,M79W+XHH 台灣高雄市左營區
1590,華榮路,22.6677,120.29587,M79W+38H 台灣高雄市鼓山區
1591,光陽路竹廠,22.82445,120.26711,R7F8+QRH 台灣高雄市路竹區
1592,裕誠路口(華榮路),22.66625,120.29691,M78W+FQV 台灣高雄市鼓山區
1593,自由二路口,22.66472,120.30933,M875+VPP 台灣高雄市左營區
1594,鼎山街,22.6592,120.32194,M85C+MQG 台灣高雄市三民區
1595,大順二路,22.65083,120.32278,M82F+84J 台灣高雄市三民區
1596,左營新光三越,22.68899,120.31072,M8Q6+H7X 台灣高雄市左營區
1597,三民家商,22.66585,120.30086,M882+88X 台灣高雄市鼓山區
1598,外環西路,22.72145,120.29884,P7CX+HGP 台灣高雄市楠梓區
1599,重平路口,22.68543,120.31101,M8P6+5CC 台灣高雄市左營區
1600,城峰路,22.67643,120.29242,M7GR+HXF 台灣高雄市左營區
1601,翠華國宅,22.67491,120.29053,M7FR+X66 台灣高雄市左營區
1602,翠華社區,22.67248,120.29185,M7CR+XPX 台灣高雄市左營區
1603,大崎腳(內門),23.00594,120.51042,2G46+95F 台灣高雄市內門區
1604,翠屏路口(惠民路),22.72497,120.29914,P7FX+XMJ 台灣高雄市楠梓區
1605,圖書資訊大樓,22.73452,120.28596,P7MP+R94 台灣高雄市楠梓區
1606,學生第一宿舍,22.73583,120.27779,P7PH+84M 台灣高雄市楠梓區
1607,籃球場,22.73239,120.27767,P7JH+X33 台灣高雄市楠梓區
1608,南聖街口,22.58829,120.30798,H8Q5+859 台灣高雄市前鎮區
1609,果菜公司,22.64506,120.31427,J8W7+2PC 台灣高雄市三民區
1610,重立路口,22.67841,120.31342,M8H7+997 台灣高雄市左營區
1611,博愛三路,22.68003,120.30891,M8J5+2H7 台灣高雄市左營區
1612,社尾路口,22.89168,120.31524,V8R8+M3H 台灣高雄市阿蓮區
1613,大學17街口,22.73144,120.28047,P7JJ+H5H 台灣高雄市楠梓區
1614,蘇家古厝,22.89389,120.31055,V8V6+H63 台灣高雄市阿蓮區
1615,青旗里,22.89105,120.31922,V8R9+CMH 台灣高雄市阿蓮區
1616,桃子園,22.67153,120.2859,M7CP+J96 台灣高雄市左營區
1617,雄鋒社區(鼓山三路),22.6685,120.28272,M79M+93X 台灣高雄市鼓山區
1618,銘傳路口(鼓山三路),22.66684,120.28143,M78J+PHM 台灣高雄市鼓山區
1619,自強新村,22.66512,120.28025,M78J+24R 台灣高雄市鼓山區
1620,內惟,22.66238,120.27786,M76H+X45 台灣高雄市鼓山區
1621,旗尾(旗美高中),22.8823,120.49419,VFJV+WMG 台灣高雄市旗山區
1622,內惟橋,22.65941,120.27597,M75G+Q99 台灣高雄市鼓山區
1623,龍泉寺,22.65606,120.27523,M74G+C3H 台灣高雄市鼓山區
1624,九如國小,22.65181,120.27737,M72G+PWH 台灣高雄市鼓山區
1625,果貿里活動中心,22.67066,120.28835,M7CQ+789 台灣高雄市左營區
1626,高坪22路口,22.5593,120.3886,H95Q+PCH 台灣高雄市小港區
1627,高坪23路二,22.56129,120.38864,H96Q+GF6 台灣高雄市小港區
1628,美國學校,22.67712,120.2936,M7GV+RCX 台灣高雄市左營區
1629,大學17街大學26街口,22.73019,120.28172,P7JJ+3MH 台灣高雄市楠梓區
1630,蓮池潭(翠華路),22.67802,120.29673,M7HW+6M5 台灣高雄市左營區
1631,盛昌街口(三山街),22.71246,120.28574,P76P+X7Q 台灣高雄市楠梓區
1632,靜和醫院,22.78095,120.41683,QCJ8+9PP 台灣高雄市燕巢區
1633,小港高中(大鵬路),22.56481,120.35844,H975+W9G 台灣高雄市小港區
1634,八五大樓,22.61239,120.30001,J862+X22 台灣高雄市苓雅區
1635,環區三路口,22.60764,120.28548,J75P+355 台灣高雄市前鎮區
1636,常德路,22.73933,120.337,P8QP+PQQ 台灣高雄市楠梓區
1637,大成街口(輕軌真愛碼頭站),22.62119,120.28855,J7CQ+FCF 台灣高雄市鹽埕區
1638,大智路口(五福四路),22.62195,120.28695,J7CP+QQG 台灣高雄市鹽埕區
1639,壽豐路口,22.72338,120.29419,P7FV+9M4 台灣高雄市楠梓區
1640,三多二路口(光華夜市),22.61887,120.31749,J898+GXX 台灣高雄市苓雅區
1641,四維路口(光華一路),22.62076,120.31684,J8C8+8P4 台灣高雄市苓雅區
1642,苓雅一路口,22.6225,120.31625,J8F8+2F5 台灣高雄市苓雅區
1643,青年路口(光華一路),22.62349,120.31585,J8F8+98X 台灣高雄市苓雅區
1644,四維國小(青年一路),22.6238,120.3134,J8F7+G9C 台灣高雄市苓雅區
1645,二聖公正路口,22.61226,120.33111,J86J+WC5 台灣高雄市前鎮區
1646,民權路口(青年一路),22.62313,120.31132,J8F6+7G4 台灣高雄市新興區
1647,國民市場,22.62217,120.30852,J8C5+VC6 台灣高雄市新興區
1648,青年一路,22.62154,120.30666,J8C4+JM7 台灣高雄市新興區
1649,仁智街口,22.6204,120.30315,J8C3+576 台灣高雄市新興區
1650,仁德街口(青年二路),22.61964,120.30088,J892+V92 台灣高雄市前金區
1651,青年二路,22.61866,120.29832,J79X+F88 台灣高雄市前金區
1652,文衡澄清路口,22.64152,120.34724,J8RW+JV5 台灣高雄市鳳山區
1653,捷運草衙站(翠亨南路),22.57956,120.329,H8HH+RHH 台灣高雄市前鎮區
1654,忠誠路,22.65417,120.36398,M937+MH9 台灣高雄市鳥松區
1655,臺鐵鼓山站,22.64198,120.27848,J7RH+Q9X 台灣高雄市鼓山區
1656,明鳳三路口,22.58318,120.3375,H8MP+7XH 台灣高雄市前鎮區
1657,幸福新城,22.72378,120.29113,P7FR+GF6 台灣高雄市楠梓區
1658,小港國小,22.56253,120.33541,H87P+257 台灣高雄市小港區
1659,德昌路(德昌街),22.58118,120.31886,H8J9+FGH 台灣高雄市前鎮區
1660,前鎮行政中心,22.58777,120.31792,H8Q9+453 台灣高雄市前鎮區
1661,興仁國中,22.58653,120.3141,H8P7+JJ9 台灣高雄市前鎮區
1662,興仁路,22.58489,120.31052,H8M6+X62 台灣高雄市前鎮區
1663,前鎮國小,22.58491,120.30876,H8M5+XG6 台灣高雄市前鎮區
1664,前鎮輪渡站,22.58788,120.30636,H8Q4+5G5 台灣高雄市前鎮區
1665,仁和南街,22.70051,120.34834,P82X+684 台灣高雄市仁武區
1666,同安路,22.58356,120.31747,H8M8+CXH 台灣高雄市前鎮區
1667,三山國王廟,22.6259,120.28376,J7GM+9G6 台灣高雄市鹽埕區
1668,富國路口,22.66533,120.30731,M884+4WM 台灣高雄市左營區
1669,北右昌(後昌新路),22.71974,120.29144,P79R+VHW 台灣高雄市楠梓區
1670,金福路口(翠亨南路),22.57712,120.33105,H8GJ+RCV 台灣高雄市前鎮區
1671,高雄花市,22.57458,120.33206,H8FJ+RRM 台灣高雄市前鎮區
1672,崇安街口,22.57238,120.33387,H8CM+XG5 台灣高雄市小港區
1673,豐田街口,22.57072,120.3351,H8CP+72Q 台灣高雄市小港區
1674,忠孝路口(四維三路),22.61844,120.30811,J895+96H 台灣高雄市苓雅區
1675,大業北路,22.56301,120.34802,H87X+662 台灣高雄市小港區
1676,沿海路口,22.54037,120.37094,G9RC+49W 台灣高雄市小港區
1677,二苓(大業北路),22.56477,120.34656,H87W+WJ3 台灣高雄市小港區
1678,土庫六路,22.74216,120.33288,P8RM+V56 台灣高雄市楠梓區
1679,清豐里活動中心,22.73923,120.33278,P8QM+M4R 台灣高雄市楠梓區
1680,燕巢區公所(中安路),22.78848,120.36162,Q9Q6+9JX 台灣高雄市燕巢區
1681,中西路,22.79122,120.35951,Q9R5+FRJ 台灣高雄市燕巢區
1682,輕軌高雄展覽館站(新光碼頭),22.61092,120.29881,J76X+9G7 台灣高雄市苓雅區
1683,燕巢區公所(中興路),22.78808,120.36245,Q9Q6+6XP 台灣高雄市燕巢區
1684,立信路口,22.66604,120.30894,M885+CH8 台灣高雄市左營區
1685,鼎貴路口(獅湖國小),22.67246,120.32319,M8CF+X7P 台灣高雄市三民區
1686,德惠路口,22.72617,120.30218,P8G2+FV7 台灣高雄市楠梓區
1687,大學南路(藍昌路口),22.73243,120.29152,P7JR+XJC 台灣高雄市楠梓區
1688,鳳山商工,22.63585,120.35743,J9P4+8XV 台灣高雄市鳳山區
1689,大學21路一,22.72314,120.27946,P7FH+7Q4 台灣高雄市楠梓區
1690,大學21路二,22.72725,120.28191,P7GJ+VQV 台灣高雄市楠梓區
1691,捷運生態園區站(博愛公園),22.67689,120.30657,M8G4+QJ4 台灣高雄市左營區
1692,忠言路,22.65826,120.30624,M854+8F5 台灣高雄市左營區
1693,明誠路口(自由二路),22.66041,120.30888,M865+5H6 台灣高雄市左營區
1694,河堤路口(明誠二路),22.66019,120.31269,M867+33G 台灣高雄市三民區
1695,捷運後驛站,22.64821,120.30318,J8X3+77M 台灣高雄市三民區
1696,民族社區(民族一路),22.64093,120.31391,J8R7+9HF 台灣高雄市三民區
1697,北平一街二,22.64984,120.30759,J8X5+W2P 台灣高雄市三民區
1698,同盟一路口,22.64931,120.30907,J8X5+PJG 台灣高雄市三民區
1699,高醫(高雄醫學大學),22.64651,120.30892,J8W5+JH3 台灣高雄市三民區
1700,南訓中心(凱旋四路),22.59306,120.30798,H8V5+65H 台灣高雄市前鎮區
1701,建興停車場,22.64792,120.32114,J8XC+5F6 台灣高雄市三民區
1702,建興路一,22.64586,120.32348,J8WF+89X 台灣高雄市三民區
1703,建興市場,22.6445,120.32496,J8VF+QXW 台灣高雄市三民區
1704,科工館(覺民路),22.64176,120.3238,J8RF+PG3 台灣高雄市三民區
1705,捷運凱旋站1(輕軌前鎮之星站),22.59573,120.31544,H8W8+75W 台灣高雄市前鎮區
1706,南七路口,22.5898,120.29524,H7QW+W39 台灣高雄市前鎮區
1707,捷運信義國小站(民族路),22.63177,120.31318,J8J7+P73 台灣高雄市新興區
1708,南四路口,22.593,120.29317,H7VV+673 台灣高雄市前鎮區
1709,南一路口,22.59754,120.29029,H7XR+247 台灣高雄市前鎮區
1710,加油站(前鎮科技產業園區),22.60122,120.2906,J72R+F6Q 台灣高雄市前鎮區
1711,東六街,22.60367,120.28962,J73Q+FR9 台灣高雄市前鎮區
1712,東十二街,22.60459,120.28905,J73Q+RJM 台灣高雄市前鎮區
1713,北一路,22.60685,120.28757,J74Q+P2P 台灣高雄市前鎮區
1714,西十二街,22.60563,120.28841,J74Q+793 台灣高雄市前鎮區
1715,西六街,22.60336,120.28983,J73Q+8WW 台灣高雄市前鎮區
1716,中六路,22.60081,120.29203,J72R+8RC 台灣高雄市前鎮區
1717,南二路口,22.59738,120.29406,H7WV+XJ3 台灣高雄市前鎮區
1718,鳥松國中,22.66551,120.3711,M98C+6C5 台灣高雄市鳥松區
1719,店北路口,22.56357,120.35027,H972+C4C 台灣高雄市小港區
1720,獅甲國小,22.60698,120.30665,J844+QMR 台灣高雄市前鎮區
1721,清水寺(六龜),22.87491,120.59566,VHFW+X77 台灣高雄市六龜區
1722,中正高工(國軍高雄門診中心),22.60985,120.31716,J858+WVM 台灣高雄市前鎮區
1723,英明國中,22.61605,120.32508,J88G+C2G 台灣高雄市苓雅區
1724,鄭和南路口,22.60532,120.31557,J848+46G 台灣高雄市前鎮區
1725,藝術公園,22.60545,120.31318,J847+57F 台灣高雄市前鎮區
1726,美術東六街口(明誠四路),22.66105,120.2913,M76R+CGF 台灣高雄市鼓山區
1727,民康街口,22.66187,120.29421,M76V+PMW 台灣高雄市鼓山區
1728,裕豐街口,22.66486,120.29488,M77V+WXR 台灣高雄市鼓山區
1729,大昌二路口,22.6435,120.33265,J8VM+C32 台灣高雄市三民區
1730,德民黃昏市場,22.72053,120.28838,P7CQ+696 台灣高雄市楠梓區
1731,興中二路口,22.61642,120.3036,J883+HC9 台灣高雄市苓雅區
1732,高雄展覽館,22.60908,120.29959,J75X+JRP 台灣高雄市前鎮區
1733,苓雅路口(中山二路),22.61957,120.30258,J893+R2G 台灣高雄市苓雅區
1734,新田路口(中山二路),22.62263,120.30129,J8F2+3G3 台灣高雄市新興區
1735,同盟路口,22.65057,120.30344,M823+69G 台灣高雄市三民區
1736,中智路口,22.53311,120.36142,G9M6+6HV 台灣高雄市小港區
1737,中利路口,22.5302,120.3576,G9J5+32Q 台灣高雄市小港區
1738,中心路口,22.52669,120.34894,G8GX+MHG 台灣高雄市小港區
1739,大林浦煉油廠,22.52917,120.34663,G8HW+MM6 台灣高雄市小港區
1740,鳳林國小(鳳西街),22.52572,120.34364,G8GV+7FJ 台灣高雄市小港區
1741,鳳西街,22.52418,120.34525,G8FW+M3H 台灣高雄市小港區
1742,龍興路,22.51493,120.35606,G974+XCF 台灣高雄市小港區
1743,鳳鼻頭(鳳鳴路),22.5118,120.36116,G966+PF7 台灣高雄市小港區
1744,鳳鼻頭港,22.50985,120.36163,G956+WMR 台灣高雄市林園區
1745,輕軌軟體園區站,22.60475,120.3012,J832+VFW 台灣高雄市前鎮區
1746,邦坑,22.5173,120.35582,G984+W8G 台灣高雄市小港區
1747,高雄公園(捷運高雄國際機場站),22.56879,120.34368,H89V+GF7 台灣高雄市小港區
1748,廈門街口,22.62533,120.31496,J8G7+4XP 台灣高雄市苓雅區
1749,市政大樓(四維三路),22.61997,120.31149,J896+XHQ 台灣高雄市苓雅區
1750,苓雅國中,22.61761,120.30502,J894+22R 台灣高雄市苓雅區
1751,新田路口(中華四路),22.62114,120.29892,J7CX+FH3 台灣高雄市前金區
1752,苓雅路口(中華四路),22.61794,120.30009,J892+52G 台灣高雄市苓雅區
1753,興中路口,22.61765,120.31123,J896+3F5 台灣高雄市苓雅區
1754,苓洲國小(中華四路),22.61465,120.30145,J872+VH4 台灣高雄市苓雅區
1755,正勤社區(中華五路),22.60247,120.30614,J824+XFJ 台灣高雄市前鎮區
1756,南門(兵仔市),22.62074,120.35682,J9C4+7PW 台灣高雄市鳳山區
1757,三民國中,22.64521,120.30588,J8W4+39J 台灣高雄市三民區
1758,正勤路,22.60212,120.3035,J823+R9X 台灣高雄市前鎮區
1759,鹽埕中路口,22.78859,120.24491,Q6QV+CXM 台灣高雄市彌陀區
1760,中林路,22.53643,120.36596,G9P8+H9G 台灣高雄市小港區
1761,喜樂廣場,22.96553,120.54321,XG8V+678 台灣高雄市杉林區
1762,嶺口(旗甲公路),22.77486,120.45039,QFF2+W5R 台灣高雄市旗山區
1763,長青服務中心,22.62324,120.32172,J8FC+7MX 台灣高雄市苓雅區
1764,捷運青埔站,22.74377,120.31757,P8V9+G24 台灣高雄市橋頭區
1765,菜堂寮,22.83046,120.3466,R8JW+5JQ 台灣高雄市岡山區
1766,中華路555巷,22.85161,120.24976,V62X+JWR 台灣高雄市路竹區
1767,橋頭區公所(隆豐路),22.7576,120.30512,Q854+22Q 台灣高雄市橋頭區
1768,慈濟靜思堂,22.65409,120.30864,M835+JFJ 台灣高雄市三民區
1769,正勤社區,22.60272,120.30541,J834+35M 台灣高雄市前鎮區
1770,頂厝(阿蓮),22.89101,120.32093,V8RC+C93 台灣高雄市阿蓮區
1771,石安里,22.89379,120.30826,V8V5+G86 台灣高雄市阿蓮區
1772,南台路口,22.63092,120.30075,J8J2+979 台灣高雄市新興區
1773,同慶路,22.62738,120.32051,J8GC+X62 台灣高雄市苓雅區
1774,明倫路口,22.66578,120.29739,M78W+8X6 台灣高雄市鼓山區
1775,捷運五塊厝站(福德三路),22.62912,120.32764,J8HH+J3R 台灣高雄市苓雅區
1776,南屏別院,22.65827,120.30781,M855+843 台灣高雄市左營區
1777,屏山國小,22.69354,120.30211,M8V2+CR9 台灣高雄市左營區
