,PlateNumb,StopUID,StopID,StopName,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopSequence,StopStatus,SrcUpdateTime,UpdateTime,EstimateTime,NextBusTime,Estimates
0,,KHH5632,5632,"{'Zh_tw': '龍華國小', 'En': 'Longhua Elementary School'}",KHH1431,1431,"{'Zh_tw': '0北', 'En': '0 North'}",KHH1431,1431,"{'Zh_tw': '0北', 'En': '0 North'}",1,14,3,2021-12-14T22:12:27+08:00,2021-12-14T22:12:47+08:00,,,
1,586-FP,KHH5633,5633,"{'Zh_tw': '龍華國小', 'En': 'Longhua Elementary School'}",KHH2071,2071,"{'Zh_tw': '168環東幹線', 'En': '168E Main Line'}",KHH2071,2071,"{'Zh_tw': '168環東幹線', 'En': '168E Main Line'}",1,27,0,2021-12-14T22:12:27+08:00,2021-12-14T22:12:47+08:00,600.0,2021-12-14T22:37:00+08:00,"[{'PlateNumb': '586-FP', 'EstimateTime': 600, 'IsLastBus': False}, {'PlateNumb': '266-XH', 'EstimateTime': 1560, 'IsLastBus': False}]"
